NU_INSCRICAO;NU_NOTA_CN;NU_NOTA_CH;NU_NOTA_LC;NU_NOTA_MT;NU_NOTA_REDACAO;
210053674279;549.3;635.5;589.4;469.9;580;
210051150268;465.9;353.5;371.5;367.9;0;
210053586017;445.7;473.4;425.4;560.7;620;
210051376333;420;517.3;543.3;386.1;740;
210053779746;485.2;594.2;574.5;547.9;900;
210051240753;409.7;516.2;418.9;417.7;400;
210054006359;0;0;0;0;0;
210052916701;532.5;505.9;456.9;546.5;880;
210053583940;605.5;629.8;580.7;696;900;
210051463353;0;0;0;0;0;
210053464095;497.3;582.4;480.8;461.9;780;
210053074102;479.9;518.1;569.2;496.7;900;
210053998755;497.8;470;523.9;543.7;840;
210054153952;413.4;366.4;429.3;494.7;600;
210054444205;658.2;661.7;603.2;776.1;960;
210051756180;617.3;606.7;585.3;717.9;900;
210052857021;0;0;0;0;0;
210052054117;0;522.1;585.4;0;660;
210051559457;368.6;547.3;430.3;377.7;380;
210052470647;398.2;373.6;341.2;405.3;260;
210053722897;425.4;544.7;501.9;616.1;720;
210051211853;430;579.3;551.4;460;800;
210053564396;671.6;628.1;611.3;786.1;700;
210052359204;585.1;653.9;612;612.1;840;
210051694658;0;536.7;572.3;0;0;
210051734113;0;356.8;332.6;0;520;
210051751468;0;0;0;0;0;
210052037491;751.1;704.8;663.4;828.3;960;
210052006378;352.7;399.6;484.3;451.2;300;
210053488346;400.5;380;428.7;515.5;540;
210052891578;523;566.4;550.5;569.6;820;
210052312050;626.8;653.4;583.7;687;920;
210051524040;463.1;576.9;576;458.7;760;
210053789572;599.7;638.4;588.2;705.4;920;
210051762287;0;421.7;357.8;0;480;
210053893264;429.7;511.3;499.2;625.1;740;
210052330440;526.1;598.3;565.2;540.7;760;
210053807057;475.8;384.4;491.3;508.1;840;
210054301724;510.5;502.2;515.6;576.5;660;
210053166420;494.9;578.3;451.9;508.7;680;
210053290201;636;639.8;619.3;809.8;860;
210051640414;459.5;561;533.8;638.7;940;
210053587060;497.5;417.2;522.3;414.3;700;
210053014936;639.3;690.5;604.7;719.1;940;
210053805391;578.1;549.9;603.8;615.2;780;
210054281999;415.2;513;533.2;410.9;760;
210052942043;343;394;554.8;456.8;820;
210054208075;0;0;0;0;0;
210052808559;553.1;603.2;506.7;659.7;720;
210052088686;592.9;598.8;562.1;575.6;800;
210051261433;445;575.5;548.2;562.6;460;
210052552598;0;0;0;0;0;
210052781608;0;0;0;0;0;
210053066021;357.4;373.4;482.1;508.7;560;
210051444835;541.8;598.7;515.3;652.4;820;
210053901471;556.6;590.5;448.8;595.2;920;
210051683886;0;404.7;459.8;0;540;
210053586924;473.8;574.4;568.3;602.9;900;
210052878273;491.7;501.8;514.6;386.9;700;
210052806401;470.9;465.9;529.1;607.6;620;
210052419917;373.7;424.8;472.2;430;460;
210052528497;487.1;581.1;547.8;516.5;800;
210054017227;505.8;623.2;605.4;555.2;920;
210052924828;543.5;535.3;490.3;529.3;920;
210051960070;506.1;560.8;551.9;652.4;860;
210054242589;420.9;552.4;529.9;508.5;760;
210052796884;408.6;562;478.4;460.6;800;
210054013764;431.8;481.4;455.5;432.8;640;
210052221858;555.9;512;422.7;427.7;600;
210054127699;421.3;454.3;481.6;523.8;680;
210051311187;497.3;494.4;579;455.2;480;
210053770577;381.8;350.3;388.8;441.1;420;
210054263937;507.4;526.7;537.8;450.5;780;
210052296463;508.5;409.4;487.2;441.6;600;
210052159052;623.5;665.7;577.6;687.1;760;
210054442176;450.9;544.6;498.2;435.7;900;
210054117946;446.1;591.9;450.8;524.8;560;
210051014608;578.1;580;580.5;619.9;880;
210051939716;492.9;573.8;545.2;455.3;640;
210054016789;420.7;376.3;402.5;421.2;380;
210051847324;535.5;607.6;476.4;703.2;460;
210054164440;437.3;355;448.9;537.9;420;
210053062362;575.7;671.7;593.5;745.4;900;
210054186146;462.2;607;530.8;598.1;660;
210051176101;629.3;617.8;494.1;794.9;920;
210053373583;407.6;470.3;471.3;393.7;560;
210054012134;511.9;577.6;500.9;413.1;560;
210053585802;499.6;470.5;405.1;567.8;600;
210051981409;423.6;504.7;416.6;492.4;880;
210052281610;0;0;0;0;0;
210052372999;508.7;508.2;523.5;429.8;660;
210051046168;546.2;601.3;567.8;625;760;
210051862892;703.7;679.4;626.6;763.1;840;
210053625683;554.1;581.1;590.3;719.8;820;
210054194704;592.8;582.5;567.7;725.7;760;
210053343619;373.7;459.8;420.6;379.4;320;
210051602448;349.4;471.9;422.6;384;560;
210051191822;455.4;557.4;487.5;530.4;580;
210051694418;650.8;675.6;587.3;765.2;940;
210053243037;636.7;701;675.5;683.8;660;
210052073508;443.7;463.3;457;641;780;
210051208492;639.8;701.7;625.3;693.5;880;
210051800117;443.7;422.6;408.7;446.2;420;
210054177106;455.8;552;555;484.3;780;
210053995190;0;0;0;0;0;
210053131951;0;0;0;0;0;
210053583220;640.2;746.8;657.1;711.7;920;
210053998200;355.5;475.6;520.3;482;360;
210053582958;538.6;604;516.7;686.6;800;
210052323368;543.9;588.1;573;492.8;780;
210051385086;606.5;617.3;476.8;719.3;940;
210052202314;463;474.4;403.1;523.7;640;
210052545680;403.2;466.7;398.4;421.4;600;
210054015859;0;0;0;0;0;
210052799095;382.6;472.9;497.4;427.1;800;
210054298417;0;632.9;564.9;672.9;0;
210053231157;369.7;418.6;445.2;400.7;520;
210054009079;518.2;532.4;424.5;632.2;780;
210051656803;386.9;500.7;466.8;399.7;860;
210052365201;0;0;0;0;0;
210053438104;408.9;495.8;436.9;562.8;720;
210053586439;457.3;600.5;528.7;618.8;620;
210051026050;0;0;0;0;0;
210051601424;580;665.6;601.2;743;920;
210054015321;388.6;503.2;389.1;542.3;540;
210051316582;617.6;648;592;815.5;800;
210051564890;397.8;393;496.8;479.7;580;
210051749704;624.3;614.6;569.5;685.5;940;
210053069060;488;590.1;536.8;646.9;960;
210053572550;625.3;621.8;577;680;940;
210051400263;532.8;547.7;513.6;619.7;800;
210053140048;0;498.7;476.3;0;500;
210052847784;505.6;499.1;584.2;542.2;800;
210051479005;0;0;0;0;0;
210053570055;474.1;579.4;566.3;702.7;920;
210051955081;392.1;548.7;521.5;439.2;660;
210052446498;426;542.7;472.9;553.4;720;
210052155339;0;363.7;408.6;0;580;
210052026324;455.1;584.4;564.9;430.5;800;
210051098103;415.4;485.9;492.6;433.1;560;
210051505510;459.8;446.8;365.3;387.2;0;
210051115169;405.9;552.1;464.8;543;480;
210052579019;477.7;436.7;448;473.3;600;
210052549244;399.6;472.4;472.5;549.4;520;
210053134303;457.5;542.6;510.5;486.7;480;
210053993360;580.6;627.1;618;692.7;920;
210052042693;643.6;624.1;531.4;758.5;880;
210054278656;433.5;469.1;456.1;517.8;600;
210052492204;375.4;588.4;510.9;392.7;460;
210052121358;0;0;0;0;0;
210052246803;0;0;0;0;0;
210053913609;432.6;377.1;440.1;441.6;320;
210052879990;0;0;0;0;0;
210053805172;452.4;556.5;556.3;622.3;640;
210053584571;440.4;426.1;448.8;592.9;700;
210053440796;377.2;402.1;453.5;452.6;560;
210051446757;443.3;595.6;516.1;639.8;660;
210054302346;597.9;563.5;534.3;473.9;760;
210052448514;630;656.3;577.3;741.3;880;
210051716371;425.5;501.7;467.2;392.3;820;
210051105705;0;0;0;0;0;
210053092984;0;0;0;0;0;
210052322354;539.8;523.8;511.6;592.8;520;
210052742408;0;0;0;0;0;
210053870989;414.2;495.9;578.7;563.7;880;
210051452436;427.8;417.7;380.2;384.4;460;
210053577725;551.1;580;575.3;601.2;700;
210051076791;0;0;0;0;0;
210052841026;0;0;0;0;0;
210052571320;0;0;0;0;0;
210054307185;400;457.6;427.3;547.3;440;
210051025718;0;541.8;542.6;0;0;
210051898449;430.8;407.4;444.8;461.2;580;
210051809123;0;0;0;0;0;
210054149005;362.4;525.7;467.1;381;660;
210054016691;479.8;481.4;465.8;424.4;480;
210051315213;598.8;624.5;601.7;732.4;940;
210052400003;578.7;641.4;536;717.8;840;
210052606128;376.9;364.9;378.3;468.1;660;
210051863903;431;477.8;406.2;550;520;
210053742154;613.8;691.3;599.8;505.5;800;
210053382034;371.4;484.7;450.1;400.6;780;
210051242998;489.4;512.4;497.2;456.3;820;
210053767342;566.7;603.3;583.6;583.1;800;
210051220292;454.5;578.5;521.2;491.9;800;
210052105839;447.6;535.7;531.3;446.8;900;
210053810976;0;0;0;0;0;
210053587086;395.5;378.4;384.2;395.5;440;
210054165497;445.1;565.6;516.6;662.8;840;
210051398018;0;0;0;0;0;
210052648198;432.3;432.4;378.6;439.2;500;
210053147772;357.4;346.3;399.8;396.4;460;
210054446400;438.7;404.5;508.5;474.8;780;
210054128753;357.8;473.8;407.8;522.3;780;
210051338389;383.7;519.5;484.7;499.2;760;
210051497276;0;0;0;0;0;
210052099586;463.8;570.5;498.4;518.2;0;
210054274433;638;741.9;622.6;747.1;880;
210053585219;438.2;473.4;513.5;479.6;600;
210052515681;612.5;608.7;575.8;706.5;660;
210053577101;375.7;406.4;399.4;520.6;620;
210053720739;0;482.6;436.3;0;680;
210051279994;429.5;492.1;495.8;469.1;480;
210054168395;562.8;417.9;509.9;544.5;700;
210054274595;441.1;418.6;394.7;394.9;540;
210054446399;438.1;447.5;456.6;538.5;560;
210053609618;672.1;732.6;679.8;772.3;940;
210051211952;446.9;479;368.9;607.3;800;
210052597025;652.7;718.4;661.3;818.1;840;
210051582515;467.2;577.1;516.4;429.3;600;
210054151094;443.4;500.5;508.8;458.1;680;
210053875133;514.2;556.6;559.9;597.7;700;
210051747929;436.7;488.5;448;417.8;480;
210052733073;0;0;0;0;0;
210051131220;554.9;647.6;564.6;535.3;760;
210052885430;641.5;669.7;625;791.4;740;
210053669319;561.4;565.2;512.7;612.4;780;
210051677204;458.7;545.6;556.4;395.5;580;
210052847240;406.3;390.4;450.6;390.5;560;
210051815170;0;0;0;0;0;
210053575381;383.7;492.7;405;363.8;760;
210052151688;392.4;450.2;372.1;418.6;480;
210051833162;553.3;641.1;630.4;458.4;840;
210052600542;427.4;640.8;542.5;465.5;540;
210052608126;626.4;733.3;622;830.8;940;
210052089081;453.9;563.4;517.6;511.9;520;
210054295514;481.6;471.8;461.5;428.3;440;
210051415303;544.6;547.1;580.9;563.9;760;
210052494929;655.5;712;621.9;826.3;860;
210052764323;656.8;665.2;635;808.2;880;
210052498657;431.9;445;507;437.1;580;
210054135451;623.8;566.3;435.2;480.1;560;
210052118788;0;0;0;0;0;
210053584116;436.4;532;369.5;398;480;
210051942297;515.1;572.8;556;638.5;900;
210051913081;432.2;510.3;467;514.1;720;
210051836241;0;0;0;0;0;
210051620508;514.8;585.3;527.6;433.1;900;
210052808585;472.1;507.5;513.6;615.6;860;
210052196777;395.3;527.8;439.3;430.8;540;
210054014298;476.7;650;560.4;625.1;900;
210051131058;542;581.8;537;665;900;
210054429203;430.8;441.3;435.7;465.6;780;
210052077737;383;427.5;423.9;411.5;320;
210051254642;493.1;571.5;587.2;426.5;700;
210051949958;0;0;0;0;0;
210053329446;0;0;0;0;0;
210053338898;502.7;437.9;492.9;481;880;
210054279307;541.9;510.8;496.8;541.4;860;
210051609596;549.6;619;531.4;623.7;620;
210053416540;385.7;478.1;430.8;450.6;700;
210051439342;0;0;0;0;0;
210053675471;607.1;704.5;597.3;743.9;880;
210054042770;620.9;651.5;618.5;727.5;660;
210053012270;0;0;0;0;0;
210051959966;505.6;549.2;503.9;523;580;
210054447843;361.2;515.4;373.3;393.4;0;
210053754274;635.8;764;675.3;746.1;960;
210051937150;679.7;672.1;585.2;741.3;960;
210054013873;481.9;493.3;347.1;428.6;580;
210054173039;467.2;527;501.3;607.8;680;
210051754525;411.9;493.7;366.7;441.7;380;
210052389024;518.9;558.8;533.1;402.3;560;
210052068569;439.9;626.9;543.3;559.2;980;
210052256953;429.2;620.3;576;623.6;340;
210054198311;749.1;740.7;690.4;828.6;920;
210051295936;660.2;691;611.6;707;900;
210053422088;470.8;385.1;455.7;537.3;800;
210051676827;483.2;542.6;525.9;495.7;620;
210051695564;566.6;632.7;652.9;654.7;680;
210052924850;412.9;467.5;365.1;365;600;
210052160845;593.4;645.6;612.2;693;720;
210051620436;436.5;592.8;557.4;612.3;900;
210052213626;742.1;708.4;644.2;920.8;940;
210051992951;432;410.6;463;426.8;520;
210051226190;453.3;561.8;545.3;514.9;820;
210053361346;516.4;575.8;520.4;623.9;880;
210054099766;380.8;436;352.9;436.1;0;
210051626875;0;0;0;0;0;
210054451769;373.2;470.5;334.9;410;540;
210052011678;397.1;421.3;419.9;417.7;660;
210051239553;373.7;417.3;407.9;482.6;460;
210053563295;402.3;471.9;392.6;484.1;660;
210053729231;528.6;507.4;536.6;557;620;
210054203363;599.9;587.9;560.2;763.2;880;
210054289227;444.4;370.1;416.4;443.5;680;
210054015857;645.6;669.5;634.1;735.5;760;
210052074773;613.7;677.7;626.3;738;960;
210053158434;555;638.3;593.5;715.8;880;
210053410589;419.9;456.8;451.4;408.2;480;
210052998065;655.3;632.4;620.7;667.9;820;
210052514800;0;0;0;0;0;
210053994143;648.7;638.9;633.5;740.4;900;
210051630342;607.7;638.4;549.3;468.5;620;
210053442493;454.6;672.1;539.1;457.3;540;
210051539290;455.6;455.3;458.6;522.3;600;
210051468747;384.9;396;365.1;557.1;600;
210053432259;490.3;525.3;497.3;680.9;740;
210051596615;478.2;549.6;459.4;405;620;
210052073937;384.8;373.2;468.5;560.4;520;
210051430926;534.4;469.5;475;621.5;640;
210051933244;430.1;475.4;477;454.4;540;
210052941515;515.6;382.1;542.8;439.4;900;
210051725530;662.9;709;446.4;787.2;920;
210053996529;0;0;0;0;0;
210052614439;389.2;472.9;425;438.6;660;
210054092934;0;0;0;0;0;
210053786257;479.6;510.3;522.4;410.8;720;
210051515481;404.9;433.9;331.2;411.3;680;
210052049848;423.2;526.4;524.2;564.4;720;
210052591127;0;0;0;0;0;
210052642028;558;581.9;586.1;482.6;800;
210052486644;499;542.8;558.7;403.2;560;
210051679006;447;615;505.4;577.8;900;
210051252332;505.4;492.3;521.7;500.3;780;
210051493412;0;522.2;605.5;0;820;
210054109998;0;416.8;431.7;0;0;
210052155463;373.3;469.6;444.7;498;640;
210052287536;0;0;0;0;0;
210053546892;359.3;413.8;433.2;567.7;500;
210053858556;493.5;605.2;579.1;646.8;960;
210051717646;561.8;627.4;586.3;738.9;640;
210052974812;0;0;0;0;0;
210053996288;0;0;0;0;0;
210051951635;366.8;435.5;507.8;525.8;820;
210051555669;500.6;569.2;509.5;568.1;560;
210052099401;392.2;336.6;431.3;491.3;540;
210051734563;460.4;516.8;441.9;424.5;520;
210054042921;550.5;620.3;626.9;531.8;740;
210051892563;553;412.4;508.2;505.4;800;
210053303898;440.7;417.7;446.5;490.8;680;
210052971299;512.1;418.5;482.3;540;620;
210051593363;462.1;449.9;505.7;428;520;
210053382107;586.7;629.1;611;751.7;820;
210051309773;492.2;438.9;385.7;399.2;580;
210051210801;395.8;429.5;351.4;484.5;620;
210052922083;511.9;482.4;492.1;612.2;740;
210051523779;481.1;622;628;553.2;920;
210051118431;461.7;476.6;456.6;384.4;520;
210051253346;479.9;503.6;475.6;417.4;540;
210052094950;390.9;503;423.1;455.6;0;
210053717971;400;455.9;389.1;632.1;940;
210054125427;389.7;480.1;442;452.2;840;
210052589350;398.5;431.6;402.4;452.1;760;
210053362007;492.2;540.7;560.2;488.1;800;
210053571082;622.8;695.3;649;778.8;920;
210052500068;427.5;492.5;487.9;532.5;480;
210053996561;0;0;0;0;0;
210052297008;710.9;761.7;649;835.7;920;
210053367703;0;0;0;0;0;
210053975293;652.8;711;682.2;837.5;760;
210051292365;473;446.6;453.5;423.9;640;
210054175379;592.8;692.3;664.4;638.6;960;
210052737780;473.6;562.2;522.7;460.4;680;
210051656825;695.3;729.6;649.8;772.7;900;
210054263291;422.9;565.6;455.7;417;780;
210053074654;581.8;600.7;514.5;584.1;620;
210051175824;442.3;527.8;471.7;417.7;520;
210051083428;518.8;412.4;449.7;432.2;740;
210052080547;0;0;0;0;0;
210052368148;355.3;526.1;527.4;369.9;560;
210052965539;0;0;0;0;0;
210053840964;664.2;676.4;604.9;788;900;
210053458863;498.8;539.3;521;452.1;680;
210051971341;433;531.9;445.1;448.6;700;
210051982987;540.6;564.7;562.1;693.7;820;
210053389255;753.3;701.1;653.9;804.3;920;
210051760647;420.7;441.1;470.4;521.6;640;
210053865750;615.3;731.6;607.7;725.3;920;
210051169893;454;530.9;572.7;677.7;640;
210053429851;0;0;0;0;0;
210053752470;606;606.5;530.2;456.1;300;
210053201041;511.2;475.1;514.4;540.7;860;
210052504667;474.1;627.3;556.4;411.9;740;
210054153355;401.1;409.5;342.8;467.8;560;
210052412549;482.9;371.4;432.1;396.4;580;
210052375782;438.5;634.2;567.9;643;920;
210053767409;479.4;512.7;399.7;549.7;620;
210052199221;502.6;536.4;454.4;503.4;580;
210053566267;498.9;401.9;464.5;409.4;780;
210052763143;545.6;557.7;429.5;371;640;
210051925750;467.5;610.6;566;445.8;600;
210053280448;461.6;453;434.5;593.5;560;
210052190477;348.9;546.6;517.7;609;700;
210053584839;561.5;627.9;589.8;666.6;620;
210054249413;0;0;0;0;0;
210051170551;526.5;562.8;546.2;444.3;600;
210052275703;514.1;488.8;518.3;477.9;600;
210052016178;468.4;520.7;532.5;581.8;760;
210051106560;491.6;417.1;499.5;417.7;720;
210051217008;532.1;548;496.5;514.4;680;
210054136731;605.1;734.6;604.5;772;940;
210052757225;392.4;437.2;494.9;444.4;640;
210053587891;0;0;0;0;0;
210051618780;448.7;482.8;423.2;612.2;480;
210054426365;572.3;652.1;628.2;628.2;980;
210052355249;0;0;0;0;0;
210053583257;476.2;477.1;500;464.4;940;
210053115935;526.2;499.8;556;578.6;580;
210052138371;427.5;478.3;505.7;583.5;840;
210054004435;510.6;577.9;552.9;366.5;720;
210051179857;541.8;564.2;593.5;666.9;840;
210051435264;0;0;0;0;0;
210051495575;353.5;433.2;474.5;422.1;620;
210053032659;545.6;620.4;584.8;532.7;680;
210051063296;652.5;736.5;622.8;683.6;920;
210053639558;0;0;0;0;0;
210051973825;416;552;340.7;488.4;880;
210051236656;528.6;542.7;507.4;440;640;
210052460516;587.4;606.2;621;726.7;900;
210053856361;492.9;387.8;379.7;443.6;540;
210054010563;411.1;452.6;529.9;457.2;780;
210054163053;0;0;0;0;0;
210053832822;550.9;464.5;480.2;527.3;580;
210052888485;501.1;349.3;412.7;517.6;520;
210053014076;627.3;531.6;523.8;777.1;860;
210052855425;569.9;580.5;537.1;604.6;860;
210053851511;570.1;447.3;522.4;571.3;720;
210052680973;540.8;650.3;549.7;580.5;780;
210051649775;445;428.7;464;479.9;500;
210053291006;533.7;624.4;513.4;510.2;780;
210052831508;479.4;389.4;483.5;441.7;500;
210051603946;521.5;599.9;591.1;614.4;700;
210052157358;519.9;549.1;524.9;577.2;840;
210053581355;466.4;421.7;437.6;504.7;620;
210052790672;424.1;518.2;492.2;594.8;780;
210051786715;457.4;461.5;535.7;623.5;760;
210051688888;0;0;0;0;0;
210052723397;418.3;395.3;421.3;410.6;620;
210054016111;352.5;355.4;443.5;510.9;0;
210052885946;687.8;688.3;642.2;770.9;920;
210052562288;581.1;613.9;589.8;631;880;
210051471508;410.4;457.2;441;396.2;500;
210052745017;468.8;524.7;575.2;503.7;820;
210052440291;504.2;603.4;579.9;476.6;840;
210052838034;0;0;0;0;0;
210053804864;528.3;615.5;589.6;603.7;940;
210052011005;400.8;446.2;350.1;434.9;440;
210054447412;469.3;591.9;554.4;613.6;760;
210051484069;556.4;616.4;500.8;698.3;680;
210051572377;0;0;0;0;0;
210053819500;440;441.2;443.7;427.9;560;
210052389929;0;609;600.5;0;780;
210052005222;547.7;652.7;623.5;716;940;
210054287383;402;438.7;413.1;443.8;620;
210051491955;390.5;555.9;472.2;656.2;780;
210053582437;535.2;601.3;598.5;649.7;860;
210052923843;453.7;566.7;532.6;472.9;560;
210051461111;479;535;467.2;499.5;560;
210051288342;0;0;0;0;0;
210052913144;662.4;726.8;661.2;773.5;920;
210052960992;451.2;472.7;517.3;666.8;840;
210051711789;378.2;398.3;370.8;461.9;500;
210053443111;0;0;0;0;0;
210053431614;405.1;524.4;515.9;589.9;800;
210053794347;401.9;438.3;421.9;573.4;420;
210053803436;388.4;408.6;482.2;391.1;440;
210054031040;494.6;501.7;525.6;661.3;580;
210053573224;605.5;470.3;497.4;479;740;
210052337203;540;526.2;460.7;437.6;560;
210053584776;353.5;506;328.2;546.4;680;
210052300567;537.6;579.9;561.2;402.1;660;
210052894936;488.2;551.9;507.2;518.2;880;
210051607865;0;0;0;0;0;
210054440655;556.7;630.5;597.1;630.2;940;
210052132144;438.7;548.3;450.9;515.4;600;
210052028853;455.6;611.2;441.7;469.9;480;
210052551086;618.6;707.7;618.9;683.5;640;
210052112420;495.8;620.8;496.3;521.2;720;
210052300366;605;725.5;724;818.3;900;
210052376860;452.1;511.2;524.9;458.2;920;
210052823004;580;693.7;627.9;791.6;540;
210054001450;395.8;410.9;315.8;469.1;780;
210052956169;447;413.4;455.5;559.9;740;
210053827899;625;679.6;629;858.6;820;
210051803506;551.6;432.5;501.9;445.5;620;
210051348895;417.5;514.9;444.3;526.2;580;
210053006642;491.1;477.6;568.6;499.5;780;
210053100617;456.6;610.3;556.8;418.4;560;
210051205723;0;0;0;0;0;
210053668335;630;604;598.9;678.2;900;
210053387808;649.9;654.5;670.6;712.9;980;
210054434422;532.8;618.1;575.7;658.1;900;
210051248230;453.1;520.6;486.8;602.2;760;
210053377948;521.4;572.2;540.9;450.9;860;
210051154714;401.9;477;441.7;468;640;
210052160670;496.7;428;398;421.1;540;
210053864539;475.3;402.3;402.7;413.4;720;
210052142435;450.6;525.5;561.7;643.5;940;
210051662279;433.5;485.4;429.4;453.6;900;
210051905904;428.5;389.3;417.7;632.7;540;
210051923058;436.3;488;424.4;523;600;
210053997272;384.3;459.5;407.7;521.5;660;
210054228634;572.8;606.1;618.3;846.4;940;
210051225122;515.7;579.9;588.2;654.2;940;
210054448491;0;514.5;527.2;0;680;
210052232898;0;0;0;0;0;
210051650090;456.4;482;433.3;446.3;820;
210052966638;388.1;460.7;472.2;455.1;860;
210054234840;473.3;547.6;550.8;389.2;760;
210054452460;432.3;420.2;368.5;548;800;
210052599625;505;603.9;560.8;516.2;860;
210054016610;430.5;363.9;510.4;581.4;760;
210051091229;420.9;410.9;461.5;463;0;
210052679956;683.4;720.2;612.2;751;860;
210053805933;482.9;481.2;467.7;398.8;520;
210052974035;449.4;525.8;465.2;499.6;560;
210052232038;725.6;717.2;655.8;818.5;880;
210054250179;539.4;611.4;553.3;531.2;760;
210052217176;425.7;486.5;459.4;425.5;560;
210051357350;421.8;538.5;561.4;424.9;700;
210054244651;401.4;537.9;544.6;465.3;920;
210053146549;407.3;443;369.6;467.9;580;
210053364153;446.3;0;0;434.8;0;
210052963124;370.8;460.5;379.7;447.9;600;
210051720713;0;0;0;0;0;
210053010978;579.9;499.5;460.9;626.2;600;
210054013598;0;0;0;0;0;
210053437946;536.6;584.5;552.9;560.4;640;
210054040735;0;0;0;0;0;
210053584087;486.5;487.1;420.3;477.2;740;
210053587035;418.4;625.2;533.1;578.8;780;
210051992918;572.2;564.5;601.3;454.6;700;
210053868298;413.2;463;518.6;479.5;780;
210054004128;0;364.4;377.4;0;0;
210053817073;447.2;431.5;361.3;374.6;640;
210052198845;468.4;446.1;465.4;402.7;580;
210053390097;554.2;521.8;530.7;654.4;860;
210051163741;441.6;582.8;504.7;464.8;600;
210053952800;578.6;652;501.4;580.5;760;
210054447709;480.9;658.1;560.2;403.1;580;
210052279043;0;0;0;0;0;
210052869150;494.9;503.7;496.9;382.1;600;
210052410881;488.9;403.3;356.6;571.1;560;
210052833638;686.1;699.9;627.5;744.4;780;
210051841509;473;514.5;485.7;547.8;580;
210054289274;516.3;483.8;538.4;505.3;840;
210054012752;555.9;698.1;626.9;634.7;940;
210051187656;0;0;0;0;0;
210052142458;408.1;509.9;362;400.6;440;
